id,name,chain,type,seat,location,menu items,rate
16287,JAMES RESTAURANT,TRUE,Restaurant,4,0,9,3
16288,GLOWING JUICES,FALSE,Restaurant,3,0,9,3
16289,COREA BBQ,TRUE,Restaurant,18,1,12,4
16290,T3  Pastry & GRILL,FALSE,Restaurant,219,1,20,5
16291,FIVE GUYS BURGERS & FRIES,FALSE,Fast Food,18,1,12,2.5
16292,THE ESCONDITE,FALSE,Restaurant,155,1,20,5
16293,WOLFGANG PUCK EXPRESS,TRUE,Fast Food,129,1,20,3.5
16294,REDLINE Pastry,FALSE,Pastry,38,1,20,3
16295,SUBWAY,TRUE,Fast Food,25,1,15,3.5
16296,HONEY DONUT,FALSE,Fast Food,22,1,15,3.5
16297,UNCLE PAULIE'S DELI,TRUE,Restaurant,22,1,15,4.5
16298,OLEEGO,TRUE,Restaurant,21,1,15,4.5
16299,SUSHI ONE,FALSE,Restaurant,14,0,9,3
16300,THE FLAME BROILER,TRUE,Restaurant,9,0,9,3
16301,SIMPANG DELI,TRUE,Restaurant,37,1,20,5
16302,SPRAZZO CUCINA ITALIANA,FALSE,Restaurant,33,1,15,4.5
16303,HONDA-YA LITTLE TOKYO,FALSE,Restaurant,122,1,20,5
16304,IHOP RESTAURANT,TRUE,Restaurant,86,1,20,5
16305,SKIN GENTLEMAN'S LOUNGE,FALSE,Restaurant,47,1,20,5
16306,HOPDODDY BURGER Pastry,FALSE,Fast Food,98,1,20,3.5
16307,TARBOOSH MNIDDLE EAST KITCHEN,FALSE,Restaurant,37,1,20,5
16308,AN DONG GOOK SI,TRUE,Restaurant,7,0,9,3
16309,SHOJIN,FALSE,Restaurant,2,0,9,3
16310,RIVALRY SPORTS Pastry/GRILL,FALSE,Restaurant,121,1,20,5
16311,KYODONG NOODLE,FALSE,Restaurant,22,1,15,4.5
16312,SIMPANG ASIA,FALSE,Restaurant,46,1,20,5
16313,L A CHICKEN CENTER,FALSE,Restaurant,65,1,20,5
16314,KLATCH COFFEE,FALSE,Cafe,46,1,20,3
16315,ROCCO'S ITALIAN KITCHEN,TRUE,Restaurant,40,1,20,5
16316,LAS BRISAS,FALSE,Restaurant,26,1,15,4.5
16317,BACO MERCAT,FALSE,Restaurant,128,1,20,5
16318,LA PIZZA DEL SOL #2,FALSE,Pizza,8,0,9,3
16319,PANADERA CUSCATLECA,FALSE,Restaurant,13,0,9,3
16320,B GRILL,FALSE,Restaurant,67,1,20,5
16321,CORNER BAKERY CAFE #198,TRUE,Bakery,77,1,20,3
16322,CALIFORNIA PIZZA KITCHEN #,TRUE,Pizza,154,1,20,4
16323,THAI DELI,TRUE,Restaurant,16,1,12,4
16324,OLOCUILTA RESTAURANT,TRUE,Restaurant,21,1,15,4.5
16325,ANAR INDIAN RESTAURANT,TRUE,Restaurant,36,1,20,5
16326,RAINBOW ACRES CAFE,FALSE,Restaurant,15,0,9,3
16327,ITALY'S LITTLE KITCHEN,FALSE,Restaurant,42,1,20,5
16328,KYOCHON CHICKEN,FALSE,Restaurant,38,1,20,5
16329,AZLA,FALSE,Restaurant,13,0,9,3
16330,CALIFORNIA PITA GRILL,FALSE,Restaurant,45,1,20,5
16331,BURGER KING # 4946,TRUE,Fast Food,64,1,20,3.5
16332,THE BAGEL FACTORY,TRUE,Restaurant,2,0,9,3
16333,LAS ISLITAS RESTAURANT,TRUE,Restaurant,42,1,20,5
16334,SALVA-MEX,FALSE,Restaurant,44,1,20,5
16335,ALEJO'S PRESTO TRATTORIA,FALSE,Restaurant,65,1,20,5
16336,BOONSHO RESTAURANT,TRUE,Restaurant,64,1,20,5
16337,J BBQ,FALSE,Restaurant,118,1,20,5
16338,VINOTEQUE ON MELROSE,FALSE,Restaurant,92,1,20,5
16339,THE BAGEL BROKER,FALSE,Restaurant,15,0,9,3
16340,WINCHELL'S DONUTS #9384,FALSE,Fast Food,5,0,9,2.5
16341,SUSHI TIME,FALSE,Restaurant,48,1,20,5
16342,PHO SAIGON,FALSE,Restaurant,35,1,9,3
16343,BURGER KING # 6107,TRUE,Fast Food,86,1,20,3.5
16344,FOOD 4 LESS #363,TRUE,Restaurant,17,1,12,4
16345,GENESIS RESTAURANT Y PUPUSER,TRUE,Restaurant,40,1,20,5
16346,THE GUMBO POT PREP KITCHEN,TRUE,Restaurant,3,0,9,3
16347,LIFEHOUSE TONICS & ELIXIRS,FALSE,Restaurant,20,1,9,3
16348,WABA GRILL,TRUE,Restaurant,44,1,20,5
16349,MELT,FALSE,Restaurant,25,1,15,4.5
16350,RITE AID #5452,FALSE,Restaurant,10,0,9,3
16351,IT'S PHO IN HOLLYWOOD,FALSE,Restaurant,45,1,20,5
16352,EL POLLO LOCO #5349,TRUE,Restaurant,87,1,20,5
16353,CAFFE BENE,TRUE,Restaurant,96,1,20,5
16354,CARNICERIA LA OAXAQUENA I,FALSE,Restaurant,8,0,9,3
16355,ACA GRILL,TRUE,Restaurant,25,1,15,4.5
16356,WABA GRILL,TRUE,Restaurant,11,0,9,3
16357,GREENWICH VILLAGE PIZZARIA,FALSE,Pizza,42,1,20,4
16358,STARBUCKS COFFEE #26527,TRUE,Cafe,34,1,15,5
16359,TAQUERIA MI COATZINGO,FALSE,Restaurant,21,1,15,4.5
16360,HUMBLE POTATO,FALSE,Restaurant,45,1,20,5
16361,OO KOOK KOREAN BBQ STORAGE,FALSE,Restaurant,192,1,20,5
16362,MCDONALD'S #3797,TRUE,Fast Food,67,1,20,3.5
16363,JUAN'S ROTISSERIE CHICKEN,FALSE,Restaurant,73,1,20,5
16364,CHICAGO FOR RIBS,FALSE,Restaurant,111,1,20,5
16365,HOTCAKES BAKES,FALSE,Restaurant,11,0,9,3
16366,MRS. WINSTON,FALSE,Restaurant,21,1,15,4.5
16367,ISKCON KRISHNA TEMPLE,FALSE,Restaurant,140,1,20,5
16368,DENNY'S RESTAURANT,TRUE,Restaurant,70,1,20,5
16369,HOP WOO BBQ & SEAFOOD #2,TRUE,Restaurant,32,1,15,4.5
16370,SUBWAY #15106,TRUE,Fast Food,16,1,12,2.5
16371,DEMITASSE,TRUE,Restaurant,28,1,15,4.5
16372,LOS MOLCAJETES #2,TRUE,Restaurant,41,1,20,5
16373,THE ORIGINAL HOY KA NOODLE,FALSE,Restaurant,47,1,20,5
16374,WILSHIRE COFFEE SHOP,FALSE,Cafe,17,1,12,3
16375,GALLERIA MARKET,FALSE,Restaurant,15,0,9,3
16376,COLE'S Pastry,FALSE,Pastry,14,0,9,3
16377,SEE'S CANDIES,FALSE,Restaurant,23,1,15,4.5
16378,CAFE GRATITUDE,FALSE,Restaurant,136,1,20,5
16379,Q SUSHI,FALSE,Restaurant,25,1,15,4.5
16380,THE BAGEL FACTORY,TRUE,Restaurant,15,0,9,3
16381,INTELLIGENTSIA COFFEE,FALSE,Cafe,40,1,20,3
16382,GALBI BROTHERS INC / BROTHERS B.B.Q.,FALSE,Restaurant,186,1,20,5
16383,OCHA CLASSIC,FALSE,Restaurant,4,0,9,3
16384,LONDON MONOCHROME COFFEE & TEA,FALSE,Cafe,17,1,12,3
16385,EL POLO LOCO #5410,FALSE,Restaurant,44,1,20,5
16386,CHOENG WUN BUFFET RESTAURANT,TRUE,Restaurant,135,1,20,5
16387,VIM THAI RESTAURANT,TRUE,Restaurant,45,1,20,5
16388,MCDONALD'S #5806,TRUE,Fast Food,195,1,20,3.5
16389,KANPAI JAPANESE SUSHI Pastry,FALSE,Pastry,36,1,20,3
16390,JUICE SERVED HERE,TRUE,Restaurant,29,1,15,4.5
16391,PANDA EXPRESS #660,TRUE,Fast Food,7,0,9,2.5
16392,LA FLOR BLANCA RESTAURANT,TRUE,Restaurant,4,0,9,3
16393,FLOR BLANCA,FALSE,Restaurant,25,1,15,4.5
16394,BOOK SEA TONG,FALSE,Restaurant,38,1,20,5
16395,A DIVINE H2O,FALSE,Restaurant,29,1,15,4.5
16396,PETROS RESTAURANT,TRUE,Restaurant,94,1,20,5
16397,EL 7 MARES EXPRESS,FALSE,Fast Food,4,0,9,2.5
16398,BELLA TRATTORIA 25,FALSE,Restaurant,46,1,20,5
16399,SOUTHERN CALIFORNIA PIZZA CO LLC,TRUE,Pizza,16,1,12,3
16400,EL PARIAN,FALSE,Restaurant,143,1,20,5
16401,LA FAVORITA BAKERY-1ST ST,TRUE,Bakery,8,0,9,3
16402,PAZZO GELATERIA,FALSE,Restaurant,2,0,9,3
16403,AFC @ RALPHS # 709,FALSE,Restaurant,18,1,12,4
16404,PANERA BREAD,TRUE,Restaurant,93,1,20,5
16405,TACOS DELTA,FALSE,Fast Food,7,0,9,2.5
16406,RISE N GRIND COFFEE & JUICES,FALSE,Cafe,48,1,20,3
16407,BAMBOO EXPRESS & CHINESE CUISINE,FALSE,Fast Food,18,1,12,2.5
16408,VIM THAI RESTAURANT,TRUE,Restaurant,41,1,20,5
16409,LA SUPERIOR PANADERIA,TRUE,Restaurant,4,0,9,3
16410,PULGARCITO QUERIDO,FALSE,Restaurant,23,1,15,4.5
16411,LORENA KABOB CORNER,FALSE,Restaurant,5,0,9,3
16412,PLAYHOUSE,FALSE,Restaurant,229,1,20,5
16413,33 TAPS SILVERLAKE,FALSE,Restaurant,74,1,20,5
16414,PAZZO PIZZERIA,FALSE,Restaurant,11,0,9,3
16415,SPROUTS,FALSE,Restaurant,9,0,9,3
16416,MCDONALD'S #10295,TRUE,Fast Food,105,1,20,3.5
16417,SODA POPS,FALSE,Restaurant,33,1,15,4.5
16418,APPLES BAKERY,TRUE,Bakery,4,0,9,3
16419,PINKBERRY,TRUE,Restaurant,25,1,15,4.5
16420,PIZZA HUT #26198,TRUE,Pizza,10,0,9,3
16421,OK CHINESE FOOD FRIED CHICKEN AND HAMBURGER,TRUE,Fast Food,16,1,12,2.5
16422,OCHA CLASSIC RESTAURANT,TRUE,Restaurant,125,1,20,5
16423,LITTLE JOHNS ENGLISH TOFFEE,FALSE,Restaurant,10,0,9,3
16424,SIMON'S BURGERS,FALSE,Fast Food,42,1,20,3.5
16425,ZAMORA BROS,FALSE,Restaurant,10,0,9,3
16426,KOMBU,FALSE,Restaurant,49,1,20,5
16427,SUBWAY #1338,TRUE,Fast Food,21,1,15,3.5
16428,CGV CINEMAS CONCESSION STAND,TRUE,Restaurant,95,1,20,5
16429,LITTLE CHINA EXPRESS,TRUE,Fast Food,9,0,9,2.5
16430,MRS FIELDS COOKIES,FALSE,Restaurant,26,1,15,4.5
16431,NORMANDIE CLUB,FALSE,Restaurant,144,1,20,5
16432,OLYMPIC BASKET,FALSE,Restaurant,47,1,20,5
16433,NOBU LOS ANGELES,FALSE,Restaurant,212,1,20,5
16434,SONORA BAKERY,TRUE,Bakery,26,1,15,3
16435,KREATION JUICERY,FALSE,Restaurant,29,1,15,4.5
16436,RUBIO'S FRESH MEXICAN GRILL,FALSE,Restaurant,32,1,15,4.5
16437,TORTAS EL REY,FALSE,Restaurant,19,1,12,4
16438,PASTELERIA Y PANADERIA EL PANON BAKERY,TRUE,Bakery,24,1,15,3
16439,"BREAK ROOM 86 (LINE HOTEL, 2ND FLOOR)",FALSE,Restaurant,122,1,20,5
16440,TACO BELL,TRUE,Fast Food,27,1,15,3.5
16441,SUGAR JUICE,FALSE,Restaurant,22,1,15,4.5
16442,MCDONALD'S #5674,TRUE,Fast Food,177,1,20,3.5
16443,STARBUCKS COFFEE #5785,TRUE,Cafe,41,1,20,5
16444,LA PAELLA,FALSE,Restaurant,42,1,20,5
16445,CREAMISTRY,FALSE,Restaurant,20,1,9,3
16446,SUSHI BY H,FALSE,Restaurant,35,1,9,3
16447,LA FAVORITA,FALSE,Restaurant,17,1,12,4
16448,PANDA EXPRESS #175,TRUE,Fast Food,5,0,9,2.5
16449,WESTERN SASHIMI,FALSE,Restaurant,125,1,20,5
16450,WOLFGANG PUCK EXPRESS,TRUE,Fast Food,191,1,20,3.5
16451,YOSHINOYA #1210,TRUE,Restaurant,49,1,20,5
16452,I LOVE BOBA,TRUE,Restaurant,14,0,9,3
16453,THE FACE SHOP,FALSE,Restaurant,6,0,9,3
16454,BREAD PAPA'S K-TOWN,FALSE,Restaurant,16,1,12,4
16455,BIRRIERIA CHALIO,FALSE,Restaurant,95,1,20,5
16456,SUBWAY #44832,TRUE,Fast Food,7,0,9,2.5
16457,TOWER OF PIZZA INC,FALSE,Pizza,12,0,9,3
16458,CHURCH'S FRIED CHICKEN #1000,FALSE,Restaurant,19,1,12,4
16459,L' EXPRESS  PRESTO,FALSE,Fast Food,18,1,12,2.5
16460,THE KOBBLER KING,FALSE,Restaurant,9,0,9,3
16461,LIWAN RESTAURANT AND LOUNGE,TRUE,Restaurant,25,1,15,4.5
16462,TRES PALMAS,FALSE,Restaurant,44,1,20,5
16463,CHATEAU MARMONT,FALSE,Restaurant,192,1,20,5
16464,OUTDOOR GRILL,FALSE,Restaurant,19,1,12,4
16465,DENNYS 1918,FALSE,Restaurant,193,1,20,5
16466,ANKO,FALSE,Restaurant,47,1,20,5
16467,THAI TALAY,FALSE,Restaurant,101,1,20,5
16468,KOMODO,TRUE,Restaurant,142,1,20,5
16469,EL COMAL MEXICAN TASTE,FALSE,Restaurant,19,1,12,4
16470,SUBWAY # 20906,TRUE,Fast Food,39,1,20,3.5
16471,STARBUCKS COFFEE #5683,TRUE,Cafe,17,1,12,4
16472,RAMEN BANGAICHI,FALSE,Restaurant,26,1,15,4.5
16473,LEMONADE,TRUE,Restaurant,126,1,20,5
16474,SUSHI Q,FALSE,Restaurant,28,1,15,4.5
16475,PAPA JOHNS PIZZA,TRUE,Pizza,20,1,9,3
16476,BOWLERO MAR VISTA,FALSE,Restaurant,104,1,20,5
16477,MELROSE LIQUOR,FALSE,Restaurant,14,0,9,3
16478,CAFE STELLA,FALSE,Restaurant,8,0,9,3
16479,STARBUCKS COFFEE #5379,TRUE,Cafe,17,1,12,4
16480,CAFE JACK'S,FALSE,Restaurant,2,0,9,3
16481,SABORES DE OAXACA,FALSE,Restaurant,22,1,15,4.5
16482,PEARL'S FINEST TEAS,FALSE,Restaurant,16,1,12,4
16483,FORD'S FILLING STATION,FALSE,Restaurant,139,1,20,5
16484,FASHION BISTRO,FALSE,Restaurant,2,0,9,3
16485,SALATA,TRUE,Restaurant,21,1,15,4.5
16486,LOTERIA GRILL,FALSE,Restaurant,13,0,9,3
16487,"SIZZLER USA RESTAURANT, INC.",TRUE,Restaurant,222,1,20,5
16488,HACIENDA DEL REY,FALSE,Restaurant,120,1,20,5
16489,UBATUBA ACAI KOREATOWN,FALSE,Restaurant,1,0,9,3
16490,EL SUPER,TRUE,Restaurant,19,1,12,4
16491,GUANAQUITA BAKERY & PUPUSERI,TRUE,Bakery,3,0,9,3
16492,LA ESQUINA MEAT MARKET-REST,FALSE,Restaurant,15,0,9,3
16493,HOT WINGS,FALSE,Restaurant,39,1,20,5
16494,ASLAGO GRILLED CHEESE,FALSE,Restaurant,28,1,15,4.5
16495,SUSHI ZO,TRUE,Restaurant,14,0,9,3
16496,VONS #4021,FALSE,Restaurant,11,0,9,3
16497,THE NEW MOON,FALSE,Restaurant,36,1,20,5
16498,BASKIN ROBBINS #349761,TRUE,Restaurant,6,0,9,3
16499,DONUT STAR,TRUE,Fast Food,16,1,12,2.5
16500,SNACK TOWN,FALSE,Restaurant,27,1,15,4.5
16501,SALATA,TRUE,Restaurant,2,0,9,3
16502,SAMMY'S WOODFIRED PIZZA,FALSE,Pizza,143,1,20,4
16503,GWEN,FALSE,Restaurant,129,1,20,5
16504,JACK IN THE BOX # 326,TRUE,Restaurant,42,1,20,5
16505,PANDA EXPRESS # 248,TRUE,Fast Food,111,1,20,3.5
16506,EL KIOSKO MEXICAN GRILL & EVENTS,FALSE,Restaurant,10,0,9,3
16507,ANSON'S ON WHEELS,FALSE,Restaurant,24,1,15,4.5
16508,NORTHGATE MARKET,FALSE,Restaurant,29,1,15,4.5
16509,STARBUCKS COFFEE #8819,TRUE,Cafe,26,1,15,5
16510,TACO PLUS,TRUE,Fast Food,42,1,20,3.5
16511,THE GOOD PIZZA,FALSE,Pizza,2,0,9,3
16512,CHIMAC STAR,FALSE,Restaurant,87,1,20,5
16513,NATURAL BREAK,FALSE,Restaurant,6,0,9,3
16514,4 PLAY,FALSE,Restaurant,43,1,20,5
16515,COGNOSCENTI COFFEE,TRUE,Cafe,33,1,15,5
16516,GRESECENT ICE CREAM,FALSE,Restaurant,8,0,9,3
16517,L A FRESH POULTRY,FALSE,Restaurant,20,1,9,3
16518,HOMEBOY,FALSE,Restaurant,14,0,9,3
16519,WP 24,FALSE,Restaurant,162,1,20,5
16520,MOLLY MALONES,FALSE,Restaurant,39,1,20,5
16521,RED LION TAVERN,FALSE,Restaurant,112,1,20,5
16522,LOS COMPADRES RESTAURANT,TRUE,Restaurant,29,1,15,4.5
16523,LEVEL 2 BANQUET KITCHEN-CAFE,FALSE,Restaurant,9,0,9,3
16524,PALM THAI RESTAURANT,TRUE,Restaurant,140,1,20,5
16525,MANDO'S RESTAURANT,TRUE,Restaurant,38,1,20,5
16526,WOOD SPOON,FALSE,Restaurant,27,1,15,4.5
16527,TACO BELL,TRUE,Fast Food,31,1,15,3.5
16528,DUNKIN' DONUTS,TRUE,Fast Food,18,1,12,2.5
16529,NOODLE 24,FALSE,Restaurant,8,0,9,3
16530,MCDONALD'S,TRUE,Fast Food,24,1,15,3.5
16531,MANDARIN HOUSE,TRUE,Restaurant,36,1,20,5
16532,ROCKY'S TACOS,TRUE,Fast Food,12,0,9,2.5
16533,JACK IN THE BOX # 293,TRUE,Restaurant,139,1,20,5
16534,RESTAURANT AFSHAN CLASSIS,TRUE,Restaurant,29,1,15,4.5
16535,LA CENTRAL BAKERY,TRUE,Bakery,22,1,15,3
16536,JAMBA JUICE #919,TRUE,Restaurant,12,0,9,3
16537,MOCHA CAFE,TRUE,Restaurant,1,0,9,3
16538,RALPHS MARKET #22,FALSE,Restaurant,14,0,9,3
16539,SUBWAY,TRUE,Fast Food,28,1,15,3.5
16540,GOLDEN BIRD,TRUE,Restaurant,12,0,9,3
16541,KOREAN STREET FOOD,TRUE,Restaurant,12,0,9,3
16542,WEHO SAUSAGE CO. SANDWICH SHOP + GRILL,FALSE,Restaurant,8,0,9,3
16543,LE PAIN QUOTIDIEN LARCHMONT,TRUE,Restaurant,39,1,20,5
16544,JACK IN THE BOX #5425`,TRUE,Restaurant,118,1,20,5
16545,SUBWAY #23684,TRUE,Fast Food,5,0,9,2.5
16546,MCDONALD'S,TRUE,Fast Food,94,1,20,3.5
16547,BAMBOO CHINESE CUISINE,FALSE,Restaurant,120,1,20,5
16548,EL JOCORENO RESTAURANT,TRUE,Restaurant,36,1,20,5
16549,SIMPLY WHOLESOME,FALSE,Restaurant,46,1,20,5
16550,KHUN DOM THAI RESTAURANT,TRUE,Restaurant,23,1,15,4.5
16551,LARCHMONT BUNGALOW,FALSE,Restaurant,63,1,20,5
16552,LE 42 CAFE LLC,FALSE,Restaurant,19,1,12,4
16553,SAN SOO DANG,FALSE,Restaurant,13,0,9,3
16554,CRENSHAW FATBURGER,TRUE,Fast Food,49,1,20,3.5
16555,ROCK AND BREWS CONCERT Pastry,TRUE,Pastry,69,1,20,3
16556,PANINI CAFE DOWNTOWN,TRUE,Restaurant,91,1,20,5
16557,WILMONT CAFE AT THE NORTH TOWER,FALSE,Restaurant,39,1,20,5
16558,EL SUPER,TRUE,Restaurant,11,0,9,3
16559,PastryDONNA,TRUE,Pastry,24,1,15,3
16560,LAB COFFEE,FALSE,Cafe,11,0,9,3
16561,DOMINO'S PIZZA #8157,TRUE,Pizza,12,0,9,3
16562,STARBUCKS #17331,TRUE,Cafe,44,1,20,5
16563,BURGER KING #5596,TRUE,Fast Food,63,1,20,3.5
16564,MESON CAFE,FALSE,Restaurant,25,1,15,4.5
16565,LITTLE MEXICO SEAFOOD RESTAU,TRUE,Restaurant,37,1,20,5
16566,1ST STREET BURGERS,FALSE,Fast Food,6,0,9,2.5
16567,SNACK SHACK,FALSE,Restaurant,16,1,12,4
16568,OFF VINE RESTAURANT,TRUE,Restaurant,84,1,20,5
16569,DER WIENERSCHNITZEL,TRUE,Restaurant,6,0,9,3
16570,TOGO'S #302593,TRUE,Restaurant,29,1,15,4.5
16571,SAMMYS GOODIES DONUT,FALSE,Fast Food,23,1,15,3.5
16572,CAFE AMERICANO ON MELROSE,FALSE,Restaurant,29,1,15,4.5
16573,LOS COMPADRES,TRUE,Restaurant,2,0,9,3
16574,ANGELES PANADERIA,FALSE,Restaurant,29,1,15,4.5
16575,BURGER KING # 5658,TRUE,Fast Food,125,1,20,3.5
16576,LAS PALMITAS FRUIT #4,FALSE,Restaurant,7,0,9,3
16577,RESTAURANT CASA NAYARIT,TRUE,Restaurant,11,0,9,3
16578,NEW DONUTS,TRUE,Fast Food,12,0,9,2.5
16579,D. BISTROS,FALSE,Restaurant,12,0,9,3
16580,SUBWAY SANDWICH # 15121,TRUE,Fast Food,9,0,9,2.5
16581,ANDREAS COFFE SHOP,FALSE,Restaurant,5,0,9,3
16582,ALEJANDRA'S BAKERY,TRUE,Bakery,16,1,12,3
16583,EL SINALOENSE RESTAURANT,TRUE,Restaurant,26,1,15,4.5
16584,LOTERIA GRILL AT FARMERS MAR,FALSE,Restaurant,21,1,15,4.5
16585,CHINESS EXPRESS,FALSE,Fast Food,46,1,20,3.5
16586,CEMITAS POBLANAS JUQUILITA,FALSE,Restaurant,6,0,9,3
16587,SUBWAY 16373,TRUE,Fast Food,23,1,15,3.5
16588,MCDONALD'S #14473,TRUE,Fast Food,107,1,20,3.5
16589,BECK'S BURGERS,FALSE,Fast Food,27,1,15,3.5
16590,STARBUCKS COFFEE #6451,TRUE,Cafe,4,0,9,4
16591,CHUCK E CHEESE'S #367,TRUE,Restaurant,167,1,20,5
16592,WINGSTOP,TRUE,Restaurant,8,0,9,3
16593,TACO BELL #33622,TRUE,Fast Food,36,1,20,3.5
16594,EL POLLO LOCO #5919,TRUE,Restaurant,117,1,20,5
16595,JACK IN THE BOX #3280,TRUE,Restaurant,33,1,15,4.5
16596,CHICK N ROLL,FALSE,Restaurant,5,0,9,3
16597,HWA SUN JI,FALSE,Restaurant,123,1,20,5
16598,SKEWERS,FALSE,Restaurant,75,1,20,5
16599,K CUPS,FALSE,Restaurant,24,1,15,4.5
16600,OK CHINESE RESTAURANT,TRUE,Restaurant,21,1,15,4.5
16601,BLOSOM BENTO,FALSE,Restaurant,8,0,9,3
16602,HONG KONG BANJUM,TRUE,Restaurant,18,1,12,4
16603,OPEN SESAME,FALSE,Restaurant,48,1,20,5
16604,PHILZ COFFEE,TRUE,Cafe,17,1,12,4
16605,BEVERLYWOOD BAKERY,TRUE,Bakery,27,1,15,3
16606,MANDARETTE,FALSE,Restaurant,115,1,20,5
16607,SAMBA GRILL,FALSE,Restaurant,27,1,15,4.5
16608,HOME MADE BOB,FALSE,Restaurant,11,0,9,3
16609,SW GRILL,FALSE,Restaurant,9,0,9,3
16610,A WON JAPANASE RESTAURANT,TRUE,Restaurant,105,1,20,5
16611,BLUE HEN RESTAURANT,TRUE,Restaurant,43,1,20,5
16612,TACOS BAJA INC,FALSE,Fast Food,44,1,20,3.5
16613,HERNANDEZ TACOS MEXICO,TRUE,Fast Food,46,1,20,3.5
16614,EL  AJI,FALSE,Restaurant,3,0,9,3
16615,STEP UP ON VINE,FALSE,Restaurant,46,1,20,5
16616,LOS COCOS BAKERY,TRUE,Bakery,22,1,15,3
16617,TOM N TOMS,TRUE,Restaurant,27,1,15,4.5
16618,TACOS AL PASTOR,FALSE,Fast Food,27,1,15,3.5
16619,QUICKLY BOBA,FALSE,Restaurant,25,1,15,4.5
16620,SPICY BBQ,FALSE,Restaurant,16,1,12,4
16621,VAN LEEUWEN ARTISAN  ICECREAM,FALSE,Restaurant,6,0,9,3
16622,EILAT BAKERY,TRUE,Bakery,14,0,9,3
16623,CHO MAK,FALSE,Restaurant,35,1,9,3
16624,JAMBA JUICE #425,TRUE,Restaurant,29,1,15,4.5
16625,SUBWAY #6816,TRUE,Fast Food,2,0,9,2.5
16626,CAFE 9,FALSE,Restaurant,4,0,9,3
16627,NOOK,FALSE,Restaurant,49,1,20,5
16628,JERSEY MIKE'S SUBS,TRUE,Restaurant,17,1,12,4
16629,WABA GRILL FIGUEROA,TRUE,Restaurant,45,1,20,5
16630,PENNY'S BURGERS,FALSE,Fast Food,35,1,9,2.5
16631,O 2 CAFE,FALSE,Restaurant,6,0,9,3
16632,Pastry FOOD,TRUE,Pastry,132,1,20,3
16633,SUBWAY SANDWICHES,TRUE,Fast Food,13,0,9,2.5
16634,10 - E,FALSE,Restaurant,114,1,20,5
16635,PEPE'S TACOS,FALSE,Fast Food,26,1,15,3.5
16636,SAM'S BAGELS,FALSE,Restaurant,21,1,15,4.5
16637,THE IZAKA-YA,FALSE,Restaurant,146,1,20,5
16638,LOTERIA Pastry AND GRILL,TRUE,Restaurant,21,1,15,4.5
16639,MAGEE'S DONUTS,FALSE,Fast Food,16,1,12,2.5
16640,WOKCANO DOWNTOWN L.A.,FALSE,Restaurant,229,1,20,5
16641,STONE GRILL BBQ,FALSE,Restaurant,76,1,20,5
16642,DUBLIN'S IRISH PUB,FALSE,Restaurant,146,1,20,5
16643,KI KU SUSHI,FALSE,Restaurant,40,1,20,5
16644,TORTILLERIA MIRAMAR MARKET,FALSE,Restaurant,2,0,9,3
16645,RALPHS MARKET #44,TRUE,Cafe,27,1,15,5
16646,THIRD GENERATION SAKE Pastry / RESTAURANT,TRUE,Pastry,28,1,15,3
16647,MISS DONUT,FALSE,Fast Food,26,1,15,3.5
16648,KREATION LARCHMONT,FALSE,Restaurant,4,0,9,3
16649,MARISCOS PUERTOS DEL PACIFICO,FALSE,Restaurant,74,1,20,5
16650,JIM'S BURGERS,TRUE,Fast Food,39,1,20,3.5
16651,SUBMERGE SANDWICH,FALSE,Restaurant,27,1,15,4.5
16652,ERIN MCKENNA'S BAKERY NYC,TRUE,Bakery,21,1,15,3
16653,SUBWAY #22114,TRUE,Fast Food,20,1,9,2.5
16654,TRIMANA,TRUE,Restaurant,5,0,9,3
16655,COURT DELI,TRUE,Restaurant,19,1,12,4
16656,MONSIEUR MARCEL,FALSE,Restaurant,19,1,12,4
16657,PLANK 47 PIZZA,FALSE,Pizza,17,1,12,3
16658,FARMERS MARKET COFFEE TO GO,FALSE,Cafe,1,0,9,3
16659,BOBA TIME,TRUE,Restaurant,22,1,15,4.5
16660,ATLANTIC RESTAURANT,TRUE,Restaurant,36,1,20,5
16661,MCDONALD'S #4844,TRUE,Restaurant,61,1,20,5
16662,COFFEE COMMISSARY,TRUE,Cafe,22,1,15,5
16663,LA UNICA BAKERY,TRUE,Bakery,29,1,15,3
16664,LA CANASTA,FALSE,Restaurant,13,0,9,3
16665,GENESIS LOUNGE AND KITCHEN,FALSE,Restaurant,182,1,20,5
16666,EMPLOYEE CAFETERIA-MARRIOTT,TRUE,Restaurant,17,1,12,4
16667,LITTLE TART,FALSE,Restaurant,35,1,9,3
16668,STARBUCKS COFFEE #5290,TRUE,Cafe,13,0,9,4
16669,FLORENTINE GARDENS,FALSE,Restaurant,33,1,15,4.5
16670,IMPROV OLYMPIC,FALSE,Restaurant,80,1,20,5
16671,PastryKADA,FALSE,Pastry,110,1,20,3
16672,ST. JOHN GRANDE KITCHEN,FALSE,Restaurant,67,1,20,5
16673,SASAYA,FALSE,Restaurant,42,1,20,5
16674,SUSHI KO,FALSE,Restaurant,43,1,20,5
16675,TRIO HOUSE,FALSE,Restaurant,103,1,20,5
16676,LA PETITE BOULANGERIE,FALSE,Restaurant,24,1,15,4.5
16677,INK,TRUE,Restaurant,130,1,20,5
16678,WHEALTHY RESTAURANT,TRUE,Restaurant,48,1,20,5
